id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs,name_clean,current_age,birth_decade,selection_decade,age_at_selection,is_male,is_female,is_military,is_veteran,mission_experience_level,total_eva_hrs_has_eva,total_eva_hrs_category,flight_hours_category,nationality_group,year_of_birth_is_outlier,year_of_selection_is_outlier,total_number_of_missions_is_outlier,total_hrs_sum_is_outlier,total_eva_hrs_is_outlier,nationality_encoded,military_civilian_encoded,occupation_encoded,selection_encoded,nationality_group_Canada,nationality_group_France,nationality_group_Germany,nationality_group_Italy,nationality_group_Japan,nationality_group_Other,nationality_group_Russia,nationality_group_USA,nationality_group_nan,mission_experience_level_Single,mission_experience_level_Couple,mission_experience_level_Multiple,mission_experience_level_Veteran,mission_experience_level_nan,flight_hours_category_Short,flight_hours_category_Medium,flight_hours_category_Long,flight_hours_category_Very_Long,flight_hours_category_nan
1052,429,271,"Pettit, Donald R.","Pettit, Donald R.",male,0.29012958250295945,USA,civilian,NASA-16,0.8523654570148533,3,0.01230390418606333,flight engineer,2011,30,Soyuz TMA-03M,ISS,Soyuz TMA-03M,4627.0,1.401392865991458,0,0.0,0.157029500535663,"Pettit, Donald R.",-0.29012958250296444,1950,1990,1.5482443979201055,1,0,0,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,1.0,152.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1053,430,272,"McCool, William C.","McCool, William C.",male,0.8150346264551939,USA,military,NASA- 16,0.8523654570148533,1,-1.4160675181414626,pilot,2003,STS-107,STS-107,STS-107,STS-107,382.0,-0.6138860169223118,0,0.0,-0.6709541718905475,"McCool, William C.",-0.8150346264551988,1960,1990,0.2389012878909835,1,0,1,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,135.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1054,431,273,"Brown, David M.","Brown, David M.",male,0.3776137564949985,USA,military,NASA- 16,0.8523654570148533,1,-1.4160675181414626,msp,2003,STS-107,STS-107,STS-107,STS-107,382.0,-0.6138860169223118,0,0.0,-0.6709541718905475,"Brown, David M.",-0.3776137564950035,1950,1990,1.3300205462485852,1,0,1,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,2.0,135.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1055,432,274,"Clark, Laurel B.","Clark, Laurel B.",female,0.8150346264551939,USA,military,NASA- 16,0.8523654570148533,1,-1.4160675181414626,msp,2003,STS-107,STS-107,STS-107,STS-107,382.0,-0.6138860169223118,0,0.0,-0.6709541718905475,"Clark, Laurel B.",-0.8150346264551988,1960,1990,0.2389012878909835,0,1,1,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,2.0,135.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1056,433,1,"Ramon, Ilan",אילן רמון,male,0.2026454085109204,Israel,military,1996 NASA Group,0.8523654570148533,1,-1.4160675181414626,psp,2003,STS-107,STS-107,STS-107,Exploded,382.33,-0.6138076891405131,0,0.0,-0.6709541718905475,"Ramon, Ilan",-0.20264540851092536,1950,1990,1.7664682495916257,1,0,1,0,Single,0,No_EVA,Medium,Other,0,0,0,0,0,15.0,1.0,6.0,48.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1057,434,1,"Yang, Liwei",杨利伟,male,1.16497132242335,China,military,China-1,1.4254602159660221,1,-1.4160675181414626,commander,2005,Shenzhou 5,Shenzhou 5,Shenzhou 5,Shenzhou 5,21.0,-0.6995718630717578,0,0.0,-0.6709541718905475,"Yang, Liwei",-1.164971322423355,1960,2000,0.8935728429055445,1,0,1,0,Single,0,No_EVA,Short,Other,0,0,0,0,0,7.0,1.0,0.0,72.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1058,435,275,"Fincke, E. Michael","Fincke, E. Michael",male,1.3399396704074282,USA,military,NASA- 16,0.8523654570148533,1,0.01230390418606333,flight engineer,2004,9,Soyuz TMA-4,ISS,Soyuz TMA-4,4501.0,1.4693956220075697,4,15.75,2.3597902796635255,"Fincke, E. Michael",-1.3399396704074331,1960,1990,-1.0704418221381384,1,0,1,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,1.0,1.0,135.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1059,435,275,"Fincke, E. Michael","Fincke, E. Michael",male,1.3399396704074282,USA,military,NASA- 16,0.8523654570148533,2,0.01230390418606333,commander,2009,18,Soyuz TMA-13,ISS,Soyuz TMA-13,4280.0,1.4693956220075697,2,10.45,2.3597902796635255,"Fincke, E. Michael",-1.3399396704074331,1960,1990,-1.0704418221381384,1,0,1,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,1.0,0.0,135.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1060,435,275,"Fincke, E. Michael","Fincke, E. Michael",male,1.3399396704074282,USA,military,NASA- 16,0.8523654570148533,3,0.01230390418606333,msp,2011,STS-134,STS-134,STS-134,STS-134,378.0,1.4693956220075697,3,22.42,2.3597902796635255,"Fincke, E. Michael",-1.3399396704074331,1960,1990,-1.0704418221381384,1,0,1,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,1.0,2.0,135.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1061,436,2,"Kuipers, Andre","Kuipers, Andre",male,0.5525821044790766,Netherland,civilian,1998 ESA Group,1.0161068167151872,1,-0.7018818069776996,flight engineer,2004,Soyuz TMA-4/TMA-3,Soyuz TMA-4,Soyuz TMA-4,Soyuz TMA-3,261.0,0.4556442400012436,0,0.0,-0.6709541718905475,"Kuipers, Andre",-0.5525821044790816,1950,1990,1.3300205462485852,1,0,0,1,Couple,0,No_EVA,Very_Long,Other,0,0,0,0,0,23.0,0.0,1.0,51.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1062,436,2,"Kuipers, Andre","Kuipers, Andre",male,0.5525821044790766,Netherland,civilian,1998 ESA Group,1.0161068167151872,2,-0.7018818069776996,flight engineer,2012,30,Soyuz TMA-03M,ISS,Soyuz TMA-03M,4627.0,0.4556442400012436,0,0.0,-0.6709541718905475,"Kuipers, Andre",-0.5525821044790816,1950,1990,1.3300205462485852,1,0,0,1,Couple,0,No_EVA,Very_Long,Other,0,0,0,0,0,23.0,0.0,1.0,51.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
1063,437,99,"Shargin, Yuri",Юрий Георгиевич Шаргин,male,0.7275504524631548,Russia,military,MKS,0.8523654570148533,1,-1.4160675181414626,flight engineer,2004,Soyuz TMA­5,Soyuz TMA­5,Soyuz TMA­5,Soyuz TMA­5,237.0,-0.6481840910735444,0,0.0,-0.6709541718905475,"Shargin, Yuri",-0.7275504524631597,1960,1990,0.45712513956250383,1,0,1,0,Single,0,No_EVA,Medium,Russia,0,0,0,0,0,27.0,1.0,1.0,103.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1064,438,6,"Noguchi, Soichi",野口聡一,male,1.16497132242335,Japan,civilian,NASDA-3,0.8523654570148533,1,-0.7018818069776996,msp,2005,STS-114,STS-114,STS-114,STS-114,333.55,0.304471621129825,3,20.08,0.5809970436454696,"Noguchi, Soichi",-1.164971322423355,1960,1990,-0.6339941187950978,1,0,0,1,Couple,1,Medium,Very_Long,Japan,0,0,0,0,0,17.0,0.0,2.0,163.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1065,438,6,"Noguchi, Soichi",野口聡一,male,1.16497132242335,Japan,civilian,NASDA-3,0.8523654570148533,2,-0.7018818069776996,flight engineer,2009,22,Soyuz TMA-17,ISS,Soyuz TMA-17,3917.55,0.304471621129825,0,0.0,0.5809970436454696,"Noguchi, Soichi",-1.164971322423355,1960,1990,-0.6339941187950978,1,0,0,1,Couple,1,Medium,Very_Long,Japan,0,0,0,0,0,17.0,0.0,1.0,163.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1066,439,276,"Camarda, Charles J.","Camarda, Charles J.",male,0.027677060526842268,USA,civilian,NASA- 16,0.8523654570148533,1,-1.4160675181414626,msp,2005,STS-114,STS-114,STS-114,STS-114,333.0,-0.6255165057348404,0,0.0,-0.6709541718905475,"Camarda, Charles J.",-0.02767706052684724,1950,1990,2.2029159529346667,1,0,0,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,2.0,135.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1067,440,277,"Olsen, Gregory Hammond","Olsen, Gregory Hammond",male,-0.5847121574174312,USA,civilian,NASA- 16,1.507330895816189,1,-1.4160675181414626,space tourist,2005,Soyuz TMA-7,Soyuz TMA-7,Soyuz TMA-7,Soyuz TMA-7,237.29,-0.648233936025598,0,0.0,-0.6709541718905475,"Olsen, Gregory Hammond",0.5847121574174262,1940,2000,5.476273728007471,1,0,0,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,7.0,135.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1068,441,2,"Fei, Junlong",费俊龙,male,1.2524554964153891,China,military,China-1,1.589201575666356,1,-1.4160675181414626,commander,2005,Shenzhou 6,Shenzhou 6,Shenzhou 6,Shenzhou 6,115.0,-0.677260313104866,0,0.0,-0.6709541718905475,"Fei, Junlong",-1.252455496415394,1960,2000,1.1117966945770648,1,0,1,0,Single,0,No_EVA,Medium,Other,0,0,0,0,0,7.0,1.0,0.0,72.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1069,442,3,Nie Haisheng,聂海胜,male,1.077487148431311,China,military,China-1,1.589201575666356,1,-0.7018818069776996,flight engineer,2005,Shenzhou 6,Shenzhou 6,Shenzhou 6,Shenzhou 6,116.0,-0.593948036100834,0,0.0,-0.6709541718905475,Nie Haisheng,-1.077487148431316,1960,2000,1.5482443979201055,1,0,1,1,Couple,0,No_EVA,Medium,Other,0,0,0,0,0,7.0,1.0,1.0,72.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
1070,442,3,Nie Haisheng,聂海胜,male,1.077487148431311,China,military,China-1,1.589201575666356,2,-0.7018818069776996,commander,2008,Shenzhou 10,Shenzhou 10,Shenzhou 10,Shenzhou 10,350.0,-0.593948036100834,0,0.0,-0.6709541718905475,Nie Haisheng,-1.077487148431316,1960,2000,1.5482443979201055,1,0,1,1,Couple,0,No_EVA,Medium,Other,0,0,0,0,0,7.0,1.0,0.0,72.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
1071,443,1,"Pontes, Marcos Cesar","Pontes, Marcos Cesar",male,0.990002974439272,Brazil,military,1998 NASA Group,1.0161068167151872,1,-1.4160675181414626,pilot,2006,Soyuz TMA-8,Soyuz TMA-8,Soyuz TMA-8,Soyuz TMA-7,237.28,-0.6482363095947433,0,0.0,-0.6709541718905475,"Pontes, Marcos Cesar",-0.9900029744392769,1960,1990,0.2389012878909835,1,0,1,0,Single,0,No_EVA,Medium,Other,0,0,0,0,0,4.0,1.0,5.0,52.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1072,444,278,"Fossum, Michael E.","Fossum, Michael E.",male,0.46509793048703757,USA,civilian,NASA- 17,1.0161068167151872,1,0.01230390418606333,msp,2006,STS-121,STS-121,STS-121,STS-121,307.0,0.39939065125493145,3,21.48,2.354802426215175,"Fossum, Michael E.",-0.46509793048704257,1950,1990,1.5482443979201055,1,0,0,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,136.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1073,444,278,"Fossum, Michael E.","Fossum, Michael E.",male,0.46509793048703757,USA,civilian,NASA- 17,1.0161068167151872,2,0.01230390418606333,msp,2008,STS-124,STS-124,STS-124,STS-124,330.0,0.39939065125493145,3,20.53,2.354802426215175,"Fossum, Michael E.",-0.46509793048704257,1950,1990,1.5482443979201055,1,0,0,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,136.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1074,444,278,"Fossum, Michael E.","Fossum, Michael E.",male,0.46509793048703757,USA,civilian,NASA- 17,1.0161068167151872,3,0.01230390418606333,commander,2011,28,Soyuz TMA-02M,ISS,Soyuz TMA-02M,4014.0,0.39939065125493145,1,6.52,2.354802426215175,"Fossum, Michael E.",-0.46509793048704257,1950,1990,1.5482443979201055,1,0,0,1,Multiple,1,Medium,Very_Long,USA,0,0,0,0,0,38.0,0.0,0.0,136.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1075,445,279,"Nowak, Lisa M.","Nowak, Lisa M.",female,0.990002974439272,USA,military,NASA-16,0.8523654570148533,1,-1.4160675181414626,msp,2006,STS-121,STS-121,STS-121,STS-121,306.0,-0.6319251424274583,0,0.0,-0.6709541718905475,"Nowak, Lisa M.",-0.9900029744392769,1960,1990,-0.19754641545205714,0,1,1,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,2.0,152.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1076,446,280,"Wilson, Stephanie D.","Wilson, Stephanie D.",female,1.2524554964153891,USA,civilian,1996 NASA group,0.8523654570148533,1,0.01230390418606333,msp,2006,STS-121,STS-121,STS-121,STS-121,306.0,-0.4596586145607453,0,0.0,-0.6709541718905475,"Wilson, Stephanie D.",-1.252455496415394,1960,1990,-0.8522179704666182,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,49.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1077,446,280,"Wilson, Stephanie D.","Wilson, Stephanie D.",female,1.2524554964153891,USA,civilian,1996 NASA group,0.8523654570148533,2,0.01230390418606333,msp,2007,STS-120,STS-120,STS-120,STS-120,362.0,-0.4596586145607453,0,0.0,-0.6709541718905475,"Wilson, Stephanie D.",-1.252455496415394,1960,1990,-0.8522179704666182,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,49.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1078,446,280,"Wilson, Stephanie D.","Wilson, Stephanie D.",female,1.2524554964153891,USA,civilian,1996 NASA group,0.8523654570148533,3,0.01230390418606333,msp,2010,STS-131,STS-131,STS-131,STS-131,362.0,-0.4596586145607453,0,0.0,-0.6709541718905475,"Wilson, Stephanie D.",-1.252455496415394,1960,1990,-0.8522179704666182,0,1,0,1,Multiple,0,No_EVA,Very_Long,USA,0,0,0,0,0,38.0,0.0,2.0,49.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1079,447,281,"Ferguson, Christopher J.","Ferguson, Christopher J.",male,0.8150346264551939,USA,military,NASA- 17,1.0161068167151872,1,0.01230390418606333,pilot,2006,STS-115,STS-115,STS-115,STS-115,283.0,-0.5450525117053053,0,0.0,-0.6709541718905475,"Ferguson, Christopher J.",-0.8150346264551988,1960,1990,0.6753489912340241,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,5.0,136.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1080,447,281,"Ferguson, Christopher J.","Ferguson, Christopher J.",male,0.8150346264551939,USA,military,NASA- 17,1.0161068167151872,2,0.01230390418606333,commander,2008,STS-126,STS-126,STS-126,STS-126,380.5,-0.5450525117053053,0,0.0,-0.6709541718905475,"Ferguson, Christopher J.",-0.8150346264551988,1960,1990,0.6753489912340241,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,136.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1081,447,281,"Ferguson, Christopher J.","Ferguson, Christopher J.",male,0.8150346264551939,USA,military,NASA- 17,1.0161068167151872,3,0.01230390418606333,commander,2011,STS-135,STS-135,STS-135,STS-135,306.5,-0.5450525117053053,0,0.0,-0.6709541718905475,"Ferguson, Christopher J.",-0.8150346264551988,1960,1990,0.6753489912340241,1,0,1,1,Multiple,0,No_EVA,Long,USA,0,0,0,0,0,38.0,1.0,0.0,136.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1082,448,282,"Stefanyshyn-Piper, Heidemarie M.","Stefanyshyn-Piper, Heidemarie M.",female,0.990002974439272,USA,military,1963 NASA group 2,0.8523654570148533,1,-0.7018818069776996,msp,2002,STS-115,STS-115,STS-115,STS-115,288.0,-0.5507490776542989,2,13.13,1.4301790932271705,"Stefanyshyn-Piper, Heidemarie M.",-0.9900029744392769,1960,1990,-0.19754641545205714,0,1,1,1,Couple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,5.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1083,448,282,"Stefanyshyn-Piper, Heidemarie M.","Stefanyshyn-Piper, Heidemarie M.",female,0.990002974439272,USA,military,1963 NASA group 2,0.8523654570148533,2,-0.7018818069776996,msp,2008,STS-126,STS-126,STS-126,STS-126,360.0,-0.5507490776542989,3,20.57,1.4301790932271705,"Stefanyshyn-Piper, Heidemarie M.",-0.9900029744392769,1960,1990,-0.19754641545205714,0,1,1,1,Couple,1,Medium,Long,USA,0,0,0,0,0,38.0,1.0,2.0,5.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1084,449,283,"Ansari, Anousheh",انوشه انصاری,female,1.2524554964153891,USA,civilian,NASA- 16,1.671072255516523,1,-1.4160675181414626,other (space tourist),2006,Soyuz TMA-9,Soyuz TMA-9,Soyuz TMA-9,Soyuz TMA-8,261.525,-0.6424815912016871,0,0.0,-0.6709541718905475,"Ansari, Anousheh",-1.252455496415394,1960,2000,1.3300205462485852,0,1,0,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,4.0,135.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1085,450,284,"Oefelein, William A.","Oefelein, William A.",male,1.16497132242335,USA,military,NASA-17,1.0161068167151872,1,-1.4160675181414626,pilot,2006,STS-116,STS-116,STS-116,STS-116,308.0,-0.6314504285983755,0,0.0,-0.6709541718905475,"Oefelein, William A.",-1.164971322423355,1960,1990,-0.19754641545205714,1,0,1,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,1.0,5.0,153.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1086,451,285,"Patrick, Nicholas J. M.","Patrick, Nicholas J. M.",male,1.077487148431311,U.K./U.S.,civilian,NASA-17,1.0161068167151872,1,-0.7018818069776996,msp,2006,STS-116,STS-116,STS-116,STS-116,308.0,-0.553122646799713,0,0.0,0.4656529326523605,"Patrick, Nicholas J. M.",-1.077487148431316,1960,1990,0.02067743621946318,1,0,0,1,Couple,1,Medium,Long,Other,0,0,0,0,0,35.0,0.0,2.0,153.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
1087,451,285,"Patrick, Nicholas J. M.","Patrick, Nicholas J. M.",male,1.077487148431311,U.K./U.S.,civilian,NASA-17,1.0161068167151872,2,-0.7018818069776996,msp,2010,STS-130,STS-130,STS-130,STS-130,330.0,-0.553122646799713,3,18.23,0.4656529326523605,"Patrick, Nicholas J. M.",-1.077487148431316,1960,1990,0.02067743621946318,1,0,0,1,Couple,1,Medium,Long,Other,0,0,0,0,0,35.0,0.0,2.0,153.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
1088,452,1,Christer Fuglesang,Christer Fuglesang,male,0.46509793048703757,Sweden,civilian,1992 ESA Group,0.5248827376141856,1,-0.7018818069776996,msp,2006,STS-116,STS-116,STS-116,STS-116,308.73,-0.5522610411999277,3,18.23,1.3179523906392803,Christer Fuglesang,-0.46509793048704257,1950,1990,0.2389012878909835,1,0,0,1,Couple,1,Medium,Long,Other,0,0,0,0,0,31.0,0.0,2.0,41.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
1089,452,1,Christer Fuglesang,Christer Fuglesang,male,0.46509793048703757,Sweden,civilian,1992 ESA Group,0.5248827376141856,2,-0.7018818069776996,msp,2009,STS-128,STS-128,STS-128,STS-128,332.9,-0.5522610411999277,2,13.67,1.3179523906392803,Christer Fuglesang,-0.46509793048704257,1950,1990,0.2389012878909835,1,0,0,1,Couple,1,Medium,Long,Other,0,0,0,0,0,31.0,0.0,2.0,41.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
1090,453,286,"Higginbotham, Joan E.","Higginbotham, Joan E.",female,1.077487148431311,USA,civilian,NASA- 16,0.8523654570148533,1,-1.4160675181414626,msp,2006,STS-116,STS-116,STS-116,STS-116,308.0,-0.6314504285983755,0,0.0,-0.6709541718905475,"Higginbotham, Joan E.",-1.077487148431316,1960,1990,-0.4157702671235775,0,1,0,0,Single,0,No_EVA,Medium,USA,0,0,0,0,0,38.0,0.0,2.0,135.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
1091,454,287,"Williams, Sunita L.","Williams, Sunita L.",female,1.16497132242335,USA,military,1998 NASA group,1.0161068167151872,1,-1.4160675181414626,msp,2006,14,STS-116,ISS,STS-117,4674.0,1.1283137358115756,4,28.28,2.4882275059585552,"Williams, Sunita L.",-1.164971322423355,1960,1990,-0.19754641545205714,0,1,1,0,Single,1,Long,Very_Long,USA,0,0,0,0,1,38.0,1.0,2.0,53.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1092,454,287,"Williams, Sunita L.","Williams, Sunita L.",female,1.16497132242335,USA,military,1998 NASA group,1.0161068167151872,2,-0.7018818069776996,flight engineer,2012,32,Soyuz TMA-05M,ISS,Soyuz TMA-06M,3048.0,1.1283137358115756,3,21.38,2.4882275059585552,"Williams, Sunita L.",-1.164971322423355,1960,1990,-0.19754641545205714,0,1,1,1,Couple,1,Long,Very_Long,USA,0,0,0,0,1,38.0,1.0,1.0,53.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
1093,455,100,"Kotov, Oleg",Олег Валериевич Котов,male,1.16497132242335,Russia,military,MKS,0.8523654570148533,1,0.01230390418606333,commander,2007,15,Soyuz TMA­10,ISS,Soyuz TMA­10,4721.0,2.2930312361736696,2,11.05,1.6172235975403204,"Kotov, Oleg",-1.164971322423355,1960,1990,-0.6339941187950978,1,0,1,1,Multiple,1,Medium,Very_Long,Russia,0,0,0,1,0,27.0,1.0,0.0,103.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
